"Player","Rating","Age","dateranking","ranking"
"Ivan Sokolov","2654","33y4m","200110",45
"Michal Krasenkow","2654","37y11m","200110",45
"Etienne Bacrot","2652","18y9m","200110",47
"Sergei Rublevsky","2651","27y0m","200110",48
"Emil Sutovsky","2651","24y1m","200110",48
"Rustem Dautov","2649","35y11m","200110",50
"Rafael Vaganian","2648","50y0m","200110",51
"Sergei Movsesian","2647","22y11m","200110",52
"Xu Jun","2642","39y1m","200110",53
"Zurab Sturua","2641","42y4m","200110",54
"Alexander Graf","2641","39y2m","200110",54
"Boris Avrukh","2640","23y9m","200110",56
"Igor Khenkin","2639","33y7m","200110",57
"Jan Timman","2638","49y10m","200110",58
"Curt Hansen","2638","37y1m","200110",58
"Christopher Lutz","2637","30y8m","200110",60
"Vadim Milov","2636","29y2m","200110",61
"Alexander Motylev","2635","22y4m","200110",62
"Matthew Sadler","2635","27y5m","200110",62
"Pavel Tregubov","2635","29y10m","200110",62
"Artur Jussupow","2634","41y8m","200110",65
"Evgeniy Najer","2632","24y4m","200110",66
"Mihail Kobalija","2632","23y5m","200110",66
"Peter Heine Nielsen","2630","28y5m","200110",68
"Robert H<fc>bner","2630","52y11m","200110",68
"Igor Novikov","2630","39y5m","200110",68
"Lev Psakhis","2630","42y11m","200110",68
"Evgeny Pigusov","2629","40y7m","200110",72
"Sergey Dolmatov","2627","42y8m","200110",73
"Karen Asrian","2626","21y6m","200110",74
"Jaan Ehlvest","2626","39y0m","200110",74
"Francisco Vallejo Pons","2625","19y2m","200110",76
"Evgeny Vladimirov","2624","44y9m","200110",77
"Alexei Fedorov","2624","29y1m","200110",77
"Sergei Tiviakov","2623","28y8m","200110",79
"Vladimir Baklan","2622","23y8m","200110",80
"Yasser Seirawan","2622","41y7m","200110",80
"Joel Benjamin","2621","37y7m","200110",82
"Konstantin Landa","2620","29y5m","200110",83
"Boris Gulko","2619","54y8m","200110",84
"Ioannis Papaioannou","2618","25y6m","200110",85
"Andrey Shariyazdanov","2618","25y3m","200110",85
"Julian Hodgson","2618","38y3m","200110",85
"Alexander Galkin","2617","22y8m","200110",88
"Iosif Dorfman","2616","49y5m","200110",89
"Vasilios Kotronias","2616","37y2m","200110",89
"Evgenij Ermenkov","2615","52y1m","200110",91
"Jonathan Speelman","2615","45y0m","200110",91
"Vladimir Epishin","2615","36y3m","200110",91
"Semen Dvoiris","2613","42y11m","200110",94
"Rafael Leitao","2613","21y10m","200110",94
"Alexander Chernin","2612","41y7m","200110",96
"Andrey Sokolov","2612","38y7m","200110",96
"Bartlomiej Macieja","2611","24y0m","200110",98
"Viacheslav Eingorn","2611","44y11m","200110",98
"Liviu-Dieter Nisipeanu","2610","25y2m","200110",100
"Garry Kasparov","2858","38y7m","200111",1
"Vladimir Kramnik","2825","26y5m","200111",2
"Viswanathan Anand","2802","31y11m","200111",3
"Alexander Morozevich","2758","24y4m","200111",4
"Peter Leko","2753","22y2m","200111",5
"Vassily Ivanchuk","2751","32y8m","200111",6
"Michael Adams","2746","30y0m","200111",7
"Alexei Shirov","2744","29y4m","200111",8
